s_store_name1,s_store_id1,d_week_seq1,?column?,?column?,?column?,?column?,?column?,?column?,?column?
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5240,0.95783089817515660477,1.7415743856949605,0.65611721178911921307,0.97819978148007969550,4.0879893255154010,1.0411134783919618,0.88373849943118435149
able,AAAAAAAACAAAAAAA,5241,0.76772461880697643987,1.2558772143669755,1.4978401964386969,1.0696725026696064,0.90588627011275092916,1.2154975397413704,1.2503978534622606
able,AAAAAAAACAAAAAAA,5241,0.76772461880697643987,1.2558772143669755,1.4978401964386969,1.0696725026696064,0.90588627011275092916,1.2154975397413704,1.2503978534622606
able,AAAAAAAACAAAAAAA,5241,0.76772461880697643987,1.2558772143669755,1.4978401964386969,1.0696725026696064,0.90588627011275092916,1.2154975397413704,1.2503978534622606
able,AAAAAAAACAAAAAAA,5241,0.76772461880697643987,1.2558772143669755,1.4978401964386969,1.0696725026696064,0.90588627011275092916,1.2154975397413704,1.2503978534622606
able,AAAAAAAACAAAAAAA,5241,0.76772461880697643987,1.2558772143669755,1.4978401964386969,1.0696725026696064,0.90588627011275092916,1.2154975397413704,1.2503978534622606
